75,459,684,
103,491,772,
48,333,765,
129,457,600,
221,400,724,
83,277,669,
184,340,713,
128,461,757,
54,295,749,
110,374,638,
118,339,781,
18,349,628,
158,496,777,
62,451,715,
111,425,798,
145,307,622,
242,433,644,
2,269,611,
44,429,744,
81,499,659,
72,283,701,
222,275,675,
106,341,758,
115,282,742,
0,430,643,
240,479,787,
232,474,795,
36,447,655,
56,274,607,
129,411,790,
230,319,688,
220,366,644,
232,369,633,
68,305,781,
11,376,687,
63,366,749,
2,348,611,
61,396,705,
10,398,744,
208,420,606,
176,365,800,
16,483,754,
54,367,719,
187,334,762,
82,478,695,
113,335,745,
124,374,779,
143,378,697,
70,358,722,
128,384,623,
151,311,678,
19,482,735,
146,284,676,
35,263,743,
73,402,632,
143,427,606,
107,277,756,
99,498,691,
196,369,734,
64,275,632,
65,349,674,
163,267,785,
11,365,625,
126,454,638,
33,423,722,
216,291,723,
106,326,678,
115,489,755,
172,411,626,
159,427,638,
0,276,771,
243,477,674,
116,481,604,
152,297,622,
180,325,760,
96,264,708,
212,424,769,
88,423,754,
69,443,680,
34,367,686,
215,266,777,
117,456,741,
123,300,701,
60,305,724,
3,371,659,
162,306,627,
213,392,758,
97,445,678,
224,390,756,
223,416,602,
6,377,772,
41,288,772,
138,398,681,
246,413,623,
179,263,723,
132,341,670,
199,321,617,
84,408,711,
247,382,720,
66,353,680,
94,313,603,
198,385,781,
116,334,650,
82,454,701,
80,475,680,
77,429,765,
213,379,630,
73,350,731,
67,431,716,
6,317,660,
149,459,757,
113,377,662,
53,471,754,
23,437,755,
119,308,778,
92,335,661,
246,491,773,
103,305,607,
233,288,754,
43,312,641,
121,485,777,
194,315,662,
45,340,630,
237,339,726,
162,442,759,
62,393,694,
68,438,685,
179,307,704,
89,424,645,
200,332,697,
23,334,607,
17,299,610,
41,339,734,
173,453,793,
203,371,700,
156,490,797,
57,275,747,
216,382,708,
166,458,638,
56,445,738,
114,431,764,
100,272,755,
11,290,666,
203,278,646,
232,396,706,
123,333,708,
55,370,764,
207,438,701,
85,461,753,
95,457,640,
67,303,619,
184,306,637,
197,443,602,
221,284,681,
73,489,651,
26,399,609,
0,421,714,
8,342,765,
194,267,798,
246,424,666,
210,464,748,
32,394,770,
106,297,736,
218,396,655,
99,401,616,
219,366,771,
59,487,716,
135,273,783,
54,488,617,
108,408,614,
239,486,639,
146,436,607,
22,352,613,
34,434,617,
163,310,627,
127,492,776,
125,264,685,
81,372,649,
95,284,729,
129,453,638,
150,476,626,
65,404,653,
2,487,765,
111,356,745,
7,315,742,
173,291,624,
27,361,682,
193,303,744,
7,325,719,
130,413,690,
125,392,627,
100,380,629,
28,478,794,
150,392,686,
76,311,677,
101,328,736,
104,433,686,
241,265,777,
92,406,656,
156,331,633,
170,385,724,
173,275,712,
149,474,675,
231,412,669,
186,457,798,
222,481,733,
226,441,728,
250,478,686,
5,359,623,
234,418,747,
32,273,724,
48,366,710,
249,281,739,
122,281,779,
11,385,734,
82,439,722,
80,349,624,
4,372,728,
43,341,712,
230,492,788,
59,341,772,
121,302,666,
31,373,606,
160,491,632,
110,294,792,
87,345,701,
72,454,696,
122,276,741,
210,284,690,
80,267,621,
109,491,768,
192,428,795,
219,381,668,
12,442,779,
152,402,603,
90,473,677,
2,409,613,
27,464,669,
228,495,782,
168,449,746,
217,351,797,
141,273,785,
177,337,712,
124,470,698,
59,453,753,
246,467,687,
140,296,607,
147,351,771,
100,328,726,
80,388,634,
13,483,800,
52,428,732,
36,356,656,
75,462,649,
67,326,623,
180,467,630,
127,347,681,
43,391,711,
1,348,602,
145,355,730,
166,308,664,
6,450,783,
115,447,773,
58,270,784,
241,268,699,
221,444,624,
197,276,790,
70,269,790,
152,440,637,
147,332,709,
152,265,770,
13,348,743,
120,292,661,
225,399,799,
162,321,676,
13,438,628,
155,425,655,
174,320,746,
22,366,627,
215,477,687,
119,331,676,
224,396,765,
6,448,638,
123,481,600,
53,270,627,
155,292,611,
75,469,650,
221,486,621,
189,334,696,
182,345,640,
229,302,641,
15,448,735,
38,327,722,
228,307,606,
186,325,781,
83,477,729,
169,355,636,
211,490,621,
250,315,676,
127,273,690,
34,283,722,
97,437,744,
180,416,738,
181,306,788,
59,460,662,
209,475,629,
104,366,685,
142,433,756,
50,485,718,
16,382,796,
203,486,630,
179,441,673,
13,474,639,
250,375,741,
62,451,790,
66,330,667,
84,340,623,
108,472,610,
81,482,791,
228,358,778,
223,299,733,
82,490,733,
143,450,615,
1,270,621,
79,451,702,
91,284,681,
14,390,675,
224,416,741,
166,288,729,
20,301,610,
83,339,736,
131,285,679,
63,421,685,
129,464,709,
75,497,742,
157,381,623,
1,266,748,
48,451,640,
114,459,703,
219,496,753,
90,432,785,
30,299,645,
199,463,606,
243,491,645,
25,428,671,
62,447,622,
28,341,775,
9,375,731,
59,464,752,
104,385,783,
135,465,645,
72,419,718,
14,319,757,
145,277,711,
72,405,673,
228,397,647,
145,457,692,
116,331,710,
84,488,796,
119,488,759,
213,409,686,
197,480,660,
51,260,738,
148,391,731,
195,334,633,
179,357,784,
12,441,714,
177,371,692,
206,341,788,
55,418,714,
149,491,744,
141,465,785,
237,261,795,
148,491,749,
78,428,792,
197,359,609,
197,496,762,
25,411,789,
164,290,772,
124,418,682,
63,301,719,
170,316,659,
223,268,745,
190,302,625,
125,321,752,
132,482,738,
227,405,774,
169,278,656,
35,462,735,
50,313,680,
77,494,689,
85,363,731,
65,462,719,
186,338,720,
140,414,683,
127,277,790,
141,346,725,
234,337,784,
173,326,664,
220,471,766,
225,465,794,
0,266,639,
189,422,651,
12,453,774,
176,420,772,
131,368,631,
238,264,779,
249,439,612,
249,382,627,
135,316,679,
225,291,716,
40,410,674,
202,272,629,
144,354,652,
235,410,738,
164,380,778,
190,362,782,
115,288,694,
115,441,786,
37,268,658,
56,367,651,
101,436,766,
34,292,681,
224,444,789,
206,336,623,
229,374,798,
9,293,660,
198,470,692,
189,452,715,
149,436,732,
153,271,653,
35,275,603,
65,397,744,
100,418,675,
195,418,671,
193,287,651,
138,292,709,
214,278,628,
119,413,680,
49,304,676,
145,300,619,
243,267,642,
2,370,679,
191,486,713,
204,420,615,
103,405,608,
160,461,713,
67,296,733,
58,435,634,
192,500,663,
17,440,635,
212,298,728,
90,309,650,
56,498,642,
173,444,615,
100,317,728,
207,349,620,
40,304,779,
210,340,755,
80,308,642,
45,473,685,
107,288,685,
170,333,671,
227,485,735,
205,312,732,
29,348,703,
125,282,697,
213,303,748,
134,478,729,
47,456,601,
196,284,733,
115,499,785,
215,316,780,
143,419,766,
69,267,789,
248,401,624,
27,416,685,
164,343,764,
20,442,693,
2,403,703,
121,461,606,
231,363,729,
37,324,753,
211,472,606,
209,413,757,
73,314,754,
108,303,794,
67,398,632,
216,379,736,
90,374,666,
10,396,729,
96,322,727,
229,419,769,
208,270,721,
234,460,683,
76,298,676,
239,387,697,
63,288,683,
83,362,776,
50,276,743,
77,320,632,
100,435,779,
209,429,744,
186,407,782,
232,284,607,
235,491,602,
35,423,616,
113,281,643,
38,445,647,
211,356,733,
210,473,638,
85,310,659,
2,419,654,
142,296,652,
165,497,699,
24,449,692,
234,305,603,
241,315,653,
5,472,618,
18,354,739,
87,304,629,
146,330,732,
144,463,606,
148,347,666,
140,397,650,
231,369,750,
7,456,711,
227,385,710,
107,312,684,
241,315,673,
112,450,648,
20,490,698,
200,395,760,
36,408,684,
83,404,648,
86,442,603,
72,324,734,
125,495,744,
39,386,650,
215,386,695,
23,453,703,
76,460,616,
83,412,733,
175,445,799,
178,352,772,
143,283,730,
242,455,737,
172,435,701,
210,442,719,
31,447,668,
80,430,614,
122,267,755,
15,479,607,
212,381,659,
111,426,783,
153,498,767,
92,479,625,
227,495,665,
131,283,752,
125,429,705,
249,263,714,
163,400,780,
60,383,678,
138,271,618,
218,289,616,
207,445,705,
208,377,652,
212,383,706,
101,288,625,
23,460,760,
164,300,790,
216,396,714,
170,290,713,
49,468,739,
180,475,780,
246,376,665,
25,453,775,
126,474,736,
46,400,740,
31,360,616,
178,499,800,
163,474,696,
172,328,759,
199,497,605,
211,431,640,
230,429,614,
12,288,714,
226,374,676,
199,399,711,
163,470,602,
38,366,692,
182,329,648,
97,291,799,
158,352,755,
107,260,745,
242,298,627,
125,445,672,
173,328,644,
247,263,674,
218,487,606,
115,411,707,
176,380,742,
175,275,727,
220,296,785,
156,390,771,
22,415,600,
10,466,739,
110,337,639,
158,337,794,
222,437,789,
108,350,631,
40,262,626,
212,434,624,
207,438,744,
216,270,773,
199,468,646,
169,315,612,
13,375,748,
238,419,726,
189,492,680,
64,457,788,
92,418,638,
7,452,633,
243,327,630,
145,350,661,
210,296,666,
117,378,667,
127,333,713,
142,361,783,
40,299,797,
97,352,737,
66,389,600,
138,262,784,
97,429,684,
140,470,644,
163,261,635,
135,466,626,
15,444,725,
192,359,674,
144,311,641,
11,298,775,
42,404,682,
8,298,764,
102,422,648,
19,318,611,
135,418,784,
51,287,702,
211,269,607,
198,370,621,
114,473,725,
118,437,734,
80,415,721,
139,435,747,
63,382,658,
185,462,778,
125,403,662,
120,292,765,
15,467,738,
122,428,655,
141,334,711,
217,455,671,
83,267,690,
153,343,768,
119,470,645,
43,457,798,
89,432,786,
81,301,643,
154,309,657,
112,451,665,
187,491,674,
96,328,699,
41,352,795,
141,312,682,
241,322,638,
54,352,752,
158,276,772,
216,478,647,
9,399,723,
203,351,741,
174,466,713,
168,268,679,
98,395,796,
41,311,705,
210,310,620,
198,446,762,
134,375,638,
139,319,683,
84,301,781,
135,378,697,
113,330,787,
13,442,717,
220,295,745,
214,379,635,
44,388,773,
186,324,784,
111,388,799,
38,291,623,
206,282,717,
91,460,634,
19,388,697,
158,286,759,
185,395,676,
126,479,607,
243,347,683,
55,337,719,
95,462,756,
126,413,694,
